Job Id,Experience,Qualifications,Salary Range,location,Work Type,Job Posting Date,Job Title,Role,Unnamed: 9,Job Description,skills,Company
1.57649E+15,2 to 9 Years,BBA,$60K-$113K,Moscow,Contract,4/21/2022,Network Engineer,Network Security Engineer,,"Network Security Engineers focus on protecting network systems from cyber threats. They implement security measures, monitor network traffic, and respond to security incidents to safeguard the organizations data.",Network security protocols and technologies Firewalls and intrusion detection systems Vulnerability assessment and penetration testing Security policy development and enforcement Incident response and recovery,Interpublic Group
4.66084E+14,0 to 13 Years,BCA,$63K-$85K,Port-au-Prince,Full-Time,2/13/2023,Network Technician,Network Security Specialist,,"Network Security Specialists focus on network security. They implement security measures, monitor for threats, and respond to security incidents to protect network integrity.",Network security Cybersecurity Intrusion detection Security analysis Firewall management,Block
2.78218E+15,2 to 12 Years,BBA,$63K-$113K,Castries,Intern,1/4/2022,Database Developer,NoSQL Database Engineer,,"NoSQL Database Engineers work with non-relational databases to store and manage large volumes of unstructured or semi-structured data. They design data models, optimize database performance, and ensure scalability and data consistency.","NoSQL databases (e.g., MongoDB, Cassandra) Data modeling Data migration Performance tuning Scalability Distributed systems",Intercontinental Exchange
1.05335E+15,1 to 8 Years,B.Com,$60K-$125K,Macao,Contract,4/7/2023,Nurse Manager,Nursing Director,,"Nursing Directors oversee nursing departments in healthcare facilities. They manage nursing staff, develop policies and procedures, and ensure the delivery of high-quality patient care while adhering to regulatory standards.",Nursing management Patient care coordination Staff supervision Compliance with healthcare regulations Quality improvement Leadership skills,MetLife
2.4845E+14,2 to 11 Years,M.Tech,$56K-$93K,San Marino,Full-Time,5/11/2023,Office Manager,Office Coordinator,,"Office Coordinators provide administrative support within an office. They assist with tasks like scheduling, record-keeping, and communication to ensure efficient office operations.",Office administration Calendar management Reception duties Communication skills Record keeping Office supplies management,JetBlue Airways
9.55448E+14,5 to 14 Years,M.Tech,$56K-$110K,Manama,Temporary,6/7/2023,Executive Assistant,Office Manager,,"Office Managers oversee daily office operations, including supervising staff, managing facilities, and ensuring efficient workflow. They may also handle budgeting, resource allocation, and office policies.",Office administration and management Budgeting and expense tracking Team coordination and supervision Facility management Vendor and supplier relations,Interpublic Group
1.09539E+15,2 to 11 Years,MBA,$65K-$101K,Baku,Full-Time,12/19/2021,Operations Manager,Operations Director,,"Operations Directors oversee the daily operations of an organization. They develop and implement operational strategies, manage teams, and work to optimize processes to achieve business goals and efficiency.",Operations management Strategic planning and execution Budgeting and financial analysis Leadership and team management Process improvement and optimization,AES
2.49334E+15,1 to 13 Years,M.Tech,$61K-$112K,Kuwait City,Part-Time,9/20/2022,Legal Assistant,Paralegal,,"Assist lawyers with legal research, document preparation, and case management in law firms or legal departments.","Legal research Document drafting Case management E-filing Legal databases (e.g., LexisNexis) Client communication Deposition preparation Trial support Ethics and confidentiality Attention to detail Communication skills Legal software proficiency","Etsy, Inc."
1.34545E+15,0 to 13 Years,M.Com,$64K-$120K,Buenos Aires,Temporary,7/1/2023,Occupational Therapist,Pediatric Occupational Therapist,,A Pediatric Occupational Therapist helps children with developmental or physical challenges improve their motor and life skills through therapy interventions.,Pediatric assessment and evaluation Occupational therapy techniques for children Developmental milestones Sensory integration therapy Pediatric psychology Family-centered care Individualized treatment plans Communication skills Pediatric healthcare knowledge,Pfizer Inc.
2.55313E+15,0 to 10 Years,M.Com,$63K-$99K,Budapest,Intern,5/1/2022,Physical Therapist,Pediatric Physical Therapist,,"Specialize in providing physical therapy to children, addressing developmental and mobility issues.",Pediatric rehabilitation Developmental assessments Child psychology knowledge,Westinghouse Air Brake Technologies
1.86874E+15,2 to 12 Years,M.Tech,$63K-$130K,Luxembourg,Temporary,5/20/2023,Speech Therapist,Pediatric Speech Therapist,,Pediatric Speech Therapists provide speech therapy to children with speech and language disorders. They assess and treat communication difficulties to improve language skills.,Pediatric speech therapy Speech-language assessment Individualized treatment plans Child development Communication skills,IBM (International Business Machines Corporation)
1.2853E+15,4 to 9 Years,MBA,$57K-$102K,Andorra la Vella,Temporary,8/30/2023,Pediatrician,Pediatric Surgeon,,"Pediatric Surgeons specialize in performing surgical procedures on children, including infants and adolescents. They diagnose surgical conditions, perform surgeries, and collaborate with other healthcare professionals to ensure the best outcomes.",Pediatric surgery Surgical procedures for children Operating room protocols Patient care Surgical techniques Pediatric anesthesia,FedEx
6.58352E+14,0 to 8 Years,BCA,$59K-$99K,Conakry,Part-Time,3/30/2022,Software Tester,Performance Tester,,A Performance Tester assesses the performance and scalability of software applications. They conduct load and stress testing to identify bottlenecks and optimize performance.,"Performance testing methodologies Load testing tools (e.g., JMeter) Test script development Performance profiling and analysis Bottleneck identification",Burberry Group
2.69696E+15,3 to 10 Years,BCA,$57K-$104K,Manama,Contract,7/1/2023,QA Analyst,Performance Testing Specialist,,"Performance Testing Specialists assess the performance of software applications by conducting load, stress, and scalability tests. They identify bottlenecks, optimize performance, and ensure software can handle user demands effectively.",Performance testing Load testing Stress testing Test scenarios Performance monitoring Benchmarking Performance analysis,McDonald's
1.97196E+15,3 to 9 Years,M.Com,$62K-$87K,Ngerulmud,Contract,3/21/2023,Executive Assistant,Personal Assistant,,"A Personal Assistant provides administrative support to individuals or executives. Their duties include managing schedules, arranging meetings, handling correspondence, and performing various tasks to enhance efficiency.",Organizational and time management skills Calendar and appointment management Communication and correspondence Travel coordination Discretion and confidentiality,TPG Telecom
2.64762E+15,4 to 10 Years,MBA,$63K-$109K,SÃƒÂ£o TomÃƒÂ©,Full-Time,12/6/2021,Personal Assistant,Personal Secretary,,"Personal Secretaries provide administrative support to individuals or executives. They manage schedules, handle correspondence, and assist with various tasks to ensure efficiency.",Administrative support Calendar management Communication skills Time management Organizational skills Confidentiality,Fannie Mae
1.70379E+15,4 to 12 Years,M.Com,$57K-$100K,Honiara,Part-Time,1/15/2023,Tax Consultant,Personal Tax Consultant,,A Personal Tax Consultant provides tax planning and preparation services to individuals. They help clients optimize their tax situations while ensuring compliance with tax laws.,Tax law knowledge Individual tax planning Tax return preparation Tax deductions and credits Tax compliance IRS regulations Client relationship management Communication skills Attention to detail Tax software proficiency,Divi's Laboratories
2.48699E+15,2 to 13 Years,BBA,$55K-$88K,Dakar,Intern,4/16/2022,Investment Analyst,Portfolio Manager,,"A Portfolio Manager oversees investment portfolios, making decisions to maximize returns and minimize risks. They analyze financial markets and adjust asset allocations accordingly.",Investment management Financial analysis Risk assessment Asset allocation Portfolio optimization,Icahn Enterprises
3.07502E+15,5 to 10 Years,BBA,$65K-$98K,Amman,Temporary,5/22/2023,Electrical Engineer,Power Systems Engineer,,"Power Systems Engineers design and maintain electrical power systems. They work on generation, transmission, and distribution of electrical power, focusing on safety and efficiency.",Electrical engineering Power system analysis Renewable energy systems Control systems Safety regulations,TAG Immobilien AG
2.38267E+15,3 to 9 Years,B.Tech,$60K-$88K,Ottawa,Full-Time,7/26/2023,Nurse Practitioner,Primary Care Nurse Practitioner,,"Primary Care Nurse Practitioners provide essential healthcare services, diagnosing and treating common medical conditions, and offering preventive care to patients.",Nursing care Patient assessment Health promotion Medication administration Electronic health records (EHR),Owens & Minor
3.03826E+15,4 to 14 Years,M.Com,$64K-$110K,ReykjavÃƒÂ­k,Full-Time,7/6/2022,Family Nurse Practitioner,Primary Care Provider,,"Primary Care Providers offer general medical care to patients. They diagnose and treat common health issues, perform check-ups, and refer patients to specialists as needed.",Medical diagnosis Patient care Medical record-keeping Communication skills Empathy and compassion,Cognizant Technology Solutions
2.38098E+15,0 to 11 Years,BA,$61K-$117K,Port-au-Prince,Intern,3/15/2023,Graphic Designer,Print Graphic Designer,,"Print Graphic Designers design graphics and layouts for printed materials such as brochures, posters, and packaging. They use their creativity and design skills to visually communicate messages and information effectively in printed form.","Print design software (e.g., Adobe InDesign, Illustrator) Layout and composition Print production processes Color theory and management Attention to detail Print industry knowledge",Charter Communications
1.1199E+15,4 to 13 Years,MBA,$59K-$101K,Gaza,Full-Time,3/11/2022,Procurement Manager,Procurement Analyst,,"Analyze procurement data, identify cost-saving opportunities, and support the procurement process.",Procurement processes Vendor assessment Contract negotiation Purchase order management Spend analysis Market research Supplier relationship management Data analysis Problem-solving Attention to detail Communication skills Financial acumen,Nestle India
1.08766E+15,0 to 14 Years,MCA,$64K-$103K,Naypyidaw,Intern,7/28/2023,Procurement Specialist,Procurement Coordinator,,"Procurement Coordinators assist in procurement activities, including vendor communication, purchase order processing, and inventory management.",Procurement processes Purchase order management Vendor communication Data analysis Inventory control,Bajaj Electricals
9.29231E+14,1 to 9 Years,B.Tech,$59K-$108K,Brussels,Temporary,6/15/2023,Procurement Specialist,Procurement Manager,,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services.",Procurement strategies Supplier management Negotiation Cost analysis Supply chain management,Croda International
1.62829E+15,2 to 11 Years,B.Tech,$57K-$120K,Harare,Contract,1/8/2022,Purchasing Agent,Procurement Specialist,,"A Procurement Specialist manages procurement processes, negotiates with suppliers, and ensures cost-effective purchasing of goods and services to meet organizational needs.",Negotiation skills Vendor management Supply chain knowledge Contract management Analytical skills,MetLife
9.39685E+14,1 to 15 Years,B.Tech,$65K-$120K,The City of Hamilton,Intern,5/27/2022,Brand Manager,Product Brand Manager,,A Product Brand Manager focuses on promoting and managing the brand identity of specific products or product lines within a companys portfolio.,Product branding and marketing Product lifecycle management Cross-functional team collaboration Product launch planning Market segmentation and targeting,NextEra Energy
1.89452E+15,0 to 12 Years,BCA,$62K-$111K,Male,Full-Time,10/14/2021,Marketing Manager,Product Marketing Manager,,"Product Marketing Managers promote and market products or services. They create marketing strategies, conduct market research, develop messaging, and collaborate with cross-functional teams to launch and promote products effectively in the market.",Product positioning and messaging Market research and analysis Product launch planning Competitive analysis Marketing collateral creation Pricing strategies Cross-functional collaboration,Netflix
2.4271E+15,1 to 10 Years,MBA,$61K-$109K,Singapore,Temporary,11/30/2022,Architect,Project Architect,,"Project Architects lead architectural projects, from concept to completion, coordinating design teams, managing budgets, and ensuring compliance with regulations.",Architectural project management Construction documents Building systems Design coordination Client communication,AES
2.04939E+15,3 to 9 Years,B.Tech,$64K-$107K,Djibouti (city),Full-Time,6/8/2022,Executive Assistant,Project Coordinator,,"Project Coordinators assist in planning, executing, and monitoring projects. They facilitate communication among team members, track project progress, and ensure tasks are completed on time.",Project management Communication Time management Organization Problem-solving,Freeport-McMoRan
8.96726E+14,0 to 12 Years,BCA,$59K-$113K,Maseru,Intern,4/14/2022,Procurement Coordinator,Purchasing Coordinator,,"Purchasing Coordinators manage procurement processes. They source and purchase goods and services, negotiate with suppliers, and ensure cost-effective and timely acquisitions.",Procurement Supplier management Negotiation Supply chain management Inventory control Vendor relations,Dover
7.8693E+14,5 to 12 Years,M.Com,$61K-$90K,Valletta,Temporary,3/19/2022,QA Engineer,QA Manager,,"A QA Manager is responsible for leading and managing the quality assurance team. They ensure product quality, develop and implement QA processes, and maintain quality standards.",Quality assurance Process improvement Team leadership Problem-solving Quality control,Celgene Corporation
9.56185E+14,3 to 12 Years,BA,$56K-$117K,Moroni,Full-Time,12/27/2021,Quality Assurance Analyst,QA Tester,,"QA Testers assess software and applications for defects and quality issues. They conduct testing procedures, report bugs, and work with development teams to ensure the delivery of high-quality software products.","Test planning and strategy Test case design and execution Defect reporting and tracking Test automation tools (e.g., Selenium, Appium) Regression testing",Nestle India
1.16831E+14,4 to 12 Years,MCA,$59K-$93K,Brussels,Full-Time,7/25/2023,Software Tester,Quality Assurance Analyst,,"A Quality Assurance Analyst tests software and products to ensure they meet quality standards. They identify defects, report issues, and work with development teams to resolve problems.","Quality assurance processes Testing methodologies (e.g., manual, automated) Bug tracking and reporting Test case development Regression testing",Adani Ports and Special Economic Zone
1.89655E+15,0 to 15 Years,BA,$60K-$114K,Prague,Intern,12/23/2022,Chemical Analyst,Quality Control Analyst,,"In the role of a Quality Control Analyst, you will be responsible for inspecting and testing products to ensure they meet quality standards and specifications. You will use quality control tools and processes to identify defects, document findings, and recommend improvements. Your role is essential in maintaining product quality and customer satisfaction.",Quality control Quality assurance QC testing methods Compliance standards Root cause analysis Documentation Statistical analysis,Computacenter
4.8164E+14,0 to 12 Years,PhD,$61K-$104K,Macao,Temporary,9/14/2022,Operations Manager,Quality Control Manager,,"Quality Control Managers establish and enforce quality standards within an organization. They develop quality control processes, perform inspections, and implement corrective actions to maintain product or service quality.","Quality control processes and methodologies Statistical process control (SPC) Root cause analysis and corrective action Quality management systems (e.g., ISO 9001) Compliance and regulatory knowledge",United Services Automobile Assn.
2.70403E+14,5 to 8 Years,M.Tech,$55K-$115K,Nur-Sultan,Part-Time,4/28/2023,Paralegal,Real Estate Paralegal,,"Assist in real estate transactions, including title searches, closings, and contract preparation.",Real estate transactions Title searches Closing processes Deed preparation Contract review Communication with real estate professionals Attention to detail Real estate terminology Technology proficiency Legal software proficiency Legal research skills,Constellation Energy
1.37351E+15,3 to 9 Years,B.Tech,$56K-$109K,Madrid,Temporary,5/29/2023,Data Entry Clerk,Record Keeper,,"A Record Keeper is responsible for maintaining accurate records and databases, ensuring data integrity, and assisting in data retrieval when needed.",Records management Data entry and retrieval Attention to detail,Arconic
1.61507E+15,3 to 9 Years,BCA,$65K-$83K,Brussels,Temporary,5/8/2022,HR Coordinator,Recruitment Coordinator,,"Recruitment Coordinators support the hiring process by scheduling interviews, screening candidates, and assisting with onboarding. They ensure a smooth recruitment process and maintain candidate records.",Recruitment process Candidate screening Applicant tracking systems Communication,Alibaba Health Information Technology
1.43808E+14,4 to 8 Years,B.Com,$55K-$105K,Yaounde,Contract,5/11/2023,Sales Manager,Regional Sales Director,,"Oversee sales operations within a specific region, develop sales plans, and manage regional sales teams.",Sales strategy development Territory management Sales team leadership,Enterprise Products Partners
1.27773E+14,2 to 12 Years,M.Tech,$64K-$96K,Palikir,Contract,3/3/2022,Research Scientist,Research Analyst,,"Research Analysts conduct research, collect data, and analyze information to support business decision-making. They generate reports and recommendations based on their findings to aid in strategic planning.",Data collection and analysis Market research tools and techniques Survey design and analysis Qualitative and quantitative research methods Report writing and presentation skills,Bed Bath & Beyond
1.63906E+15,2 to 12 Years,MBA,$57K-$83K,Riga,Temporary,5/29/2022,Psychologist,Research Psychologist,,"Research Psychologists conduct psychological research to advance the fields understanding. They design studies, collect data, and analyze results to inform scientific knowledge.",Research methodology Data analysis Psychological studies Writing research reports Critical thinking,Auto-Owners Insurance
1.24396E+15,4 to 8 Years,BA,$55K-$104K,N'Djamena,Temporary,2/14/2022,Interior Designer,Residential Interior Designer,,"A Residential Interior Designer plans and designs interior spaces in homes. They select furnishings, colors, and layouts to create functional and aesthetically pleasing environments.",Residential interior design Space planning Color theory and selection Furniture and materials selection 3D modeling and rendering,Whitbread plc
1.62344E+15,4 to 8 Years,MCA,$57K-$97K,Panama City,Temporary,11/27/2021,Investment Analyst,Risk Analyst,,A Risk Analyst assesses and manages financial risks within an organization. They use data analysis and modeling to evaluate potential risks and recommend mitigation strategies.,Risk assessment Data analysis Financial modeling Risk management tools Regulatory compliance knowledge,Seaboard
1.4627E+15,5 to 14 Years,BCA,$56K-$109K,Yamoussoukro,Intern,6/15/2023,Account Executive,Sales Account Executive,,"A Sales Account Executive is responsible for acquiring and managing business accounts. They identify sales opportunities, negotiate contracts, and meet revenue targets.",Sales strategies and tactics Account management Relationship building Sales forecasting Industry and product knowledge,Fannie Mae
2.16307E+15,4 to 11 Years,BA,$57K-$125K,Hagatna,Temporary,9/13/2023,Account Manager,Sales Account Manager,,"A Sales Account Manager is responsible for building and maintaining relationships with clients, identifying their needs, and proposing tailored solutions to achieve sales targets.",Account management Sales strategy Negotiation and closing skills,Disney+
2.86869E+15,3 to 9 Years,B.Tech,$62K-$104K,Asmara,Part-Time,9/18/2022,Business Development Manager,Sales Manager,,"A Sales Manager leads and guides the sales team, sets sales targets, develops sales strategies, and monitors performance to achieve revenue and growth objectives.",Sales management Sales strategy development Team leadership,Sun Pharmaceutical Industries
2.09644E+15,0 to 9 Years,B.Tech,$61K-$99K,Luxembourg,Part-Time,9/14/2022,Pharmaceutical Sales Representative,Sales Representative,,"Sales Representatives promote and sell products or services to customers, build relationships, and meet sales targets through effective communication and negotiation.",Sales techniques and strategies Relationship building CRM software usage Product knowledge Negotiation and closing skills,Caesars Entertainment
2.48635E+15,4 to 8 Years,MBA,$64K-$124K,Manila,Part-Time,3/15/2023,Sales Manager,Sales Team Leader,,"Lead and motivate sales teams, set sales targets, and develop sales strategies to meet goals.",Sales leadership Team management Sales strategy and planning,SAP SE
1.25334E+15,0 to 12 Years,BA,$65K-$95K,Sofia,Part-Time,8/13/2023,Network Security Specialist,Security Consultant,,"A Security Consultant is responsible for assessing an organizations security infrastructure, identifying vulnerabilities, and recommending solutions to enhance security. They conduct risk assessments, implement security measures, and provide guidance on security policies and procedures.",Security consulting Risk assessment Security audits Security policy development Penetration testing Client communication,ITC Limited
1.36146E+15,0 to 12 Years,M.Com,$63K-$86K,Funafuti,Intern,1/21/2023,Network Security Specialist,Security Operations Center (SOC) Analyst,,"SOC Analysts work in security operations centers. They monitor and respond to security incidents, analyze threats, and implement security protocols to protect an organizations assets.","SOC operations Security incident response Threat detection Log analysis Security tools (e.g., IDS/IPS) Security alerts triage",Deutsche Post DHL Group
1.61653E+15,2 to 8 Years,B.Com,$64K-$84K,Bangkok,Part-Time,1/2/2022,SEM Specialist,SEM Analyst,,"SEM Analysts analyze search engine marketing (SEM) campaigns. They monitor performance, optimize keyword strategies, and provide insights to improve the effectiveness of SEM efforts.",Search engine marketing (SEM) Google Ads Bing Ads Keyword analysis Ad performance analysis SEM strategy development Bid management,Volkswagen Group
2.0086E+15,5 to 14 Years,BA,$59K-$87K,Amsterdam,Full-Time,12/24/2021,Research Scientist,Senior Researcher,,"Senior Researchers lead research initiatives within organizations. They design research projects, collect and analyze data, and provide insights to inform strategic decision-making and innovation efforts.","Research methodologies and data analysis Literature review and synthesis Statistical analysis software (e.g., SPSS, R) Research proposal development Strong communication and reporting skills",Alumina Limited
3.06535E+15,1 to 10 Years,MCA,$57K-$115K,Khartoum,Temporary,11/13/2022,Copywriter,SEO Copywriter,,SEO Copywriters specialize in creating content optimized for search engines. They incorporate keywords and SEO best practices to improve online visibility and search engine rankings for web pages and articles.,"SEO (Search Engine Optimization) Keyword research SEO-friendly content On-page optimization Meta tags SEO tools (e.g., SEMrush)",Lloyds Banking Group
2.31011E+15,1 to 8 Years,MCA,$59K-$105K,Juba,Temporary,1/27/2022,Digital Marketing Specialist,SEO Specialist,,"SEO Specialists optimize websites for search engines to improve online visibility. They conduct keyword research, optimize content, and implement SEO strategies to increase organic traffic and rankings.","Search engine algorithms and ranking factors Keyword research and analysis On-page and off-page SEO optimization SEO tools (e.g., Google Analytics, SEMrush) SEO content strategy",Tencent Holdings
1.76688E+15,1 to 15 Years,M.Com,$60K-$98K,Lusaka,Part-Time,12/22/2022,Back-End Developer,Server Developer,,"A Server Developer specializes in developing and maintaining server-side applications and systems, ensuring efficient data processing and server functionality.","Server-side programming languages (e.g., Java, Python) Database management API development",Glenmark Pharmaceuticals
1.78631E+15,0 to 8 Years,BCA,$55K-$96K,Yaounde,Part-Time,11/25/2021,Customer Service Manager,Service Quality Assurance Manager,,"Service Quality Assurance Managers monitor and evaluate service quality in an organization. They develop quality standards, conduct audits, analyze customer feedback, and implement improvements to ensure consistent high-quality service delivery.",Quality assurance Quality control Process improvement Audit procedures Compliance standards Root cause analysis,HCL Technologies
5.88018E+13,1 to 15 Years,BA,$65K-$107K,Douglas,Full-Time,1/5/2022,Veterinarian,Small Animal Veterinarian,,"A Small Animal Veterinarian provides medical care to small pets, such as dogs and cats. They diagnose illnesses, perform surgeries, and advise pet owners on healthcare practices.",Veterinary medicine Small animal care and surgery Animal diagnostics Preventive medicine Client communication Surgical skills Radiology Anesthesia Laboratory diagnostics Compassion and empathy Problem-solving Attention to detail,American Tower
3.09262E+14,4 to 8 Years,B.Tech,$56K-$126K,Prague,Contract,9/15/2021,Social Media Manager,Social Media Analyst,,"Social Media Analysts analyze social media data and metrics to provide insights and recommendations for improving social media strategies. They track performance, identify trends, and support data-driven decision-making.","Social media analytics tools (e.g., Google Analytics, Facebook Insights) Data analysis and reporting Social media ROI measurement Competitive analysis Trend identification",Workspace Group
1.08984E+15,5 to 15 Years,M.Tech,$59K-$99K,Douglas,Intern,4/24/2022,Digital Marketing Specialist,Social Media Manager,,"Social Media Managers oversee an organizations social media presence. They create and schedule content, engage with followers, and analyze social media metrics to drive brand awareness and engagement.","Social media platforms (e.g., Facebook, Twitter, Instagram) Content creation and scheduling Social media analytics and insights Community engagement Paid social advertising",Icahn Enterprises
2.62232E+15,5 to 11 Years,BBA,$63K-$129K,"Malabo (de jure),",Full-Time,1/13/2022,Social Media Manager,Social Media Strategist,,"Social Media Strategists develop and execute social media strategies to achieve marketing goals. They analyze social media trends, create content calendars, and measure the effectiveness of social media campaigns.",Social media marketing strategy development Content planning and creation Social media advertising and targeting Data-driven decision-making Social media trends and platform updates,A-Mark Precious Metals
1.62447E+15,1 to 15 Years,B.Tech,$59K-$80K,Moroni,Intern,2/19/2022,Research Analyst,Social Science Researcher,,"A Social Science Researcher conducts research in fields such as sociology, psychology, or anthropology to study human behavior and social phenomena, contributing to academic knowledge.","Social science research methods Qualitative and quantitative data analysis Survey design and implementation Ethnographic research Interviewing skills Research ethics Statistical software (e.g., Stata, NVivo) Report writing Communication skills Critical thinking Empathy",KKR
6.42334E+14,1 to 12 Years,BBA,$63K-$105K,Bangui,Full-Time,8/8/2023,Procurement Specialist,Sourcing Analyst,,"Sourcing Analysts research and analyze potential suppliers, evaluate procurement strategies, and negotiate contracts to secure cost-effective and quality supplies.",Sourcing strategies Supplier evaluation Market research Cost analysis Contract negotiation,Indian Bank
6.56416E+13,4 to 10 Years,B.Tech,$60K-$109K,Gibraltar,Contract,10/25/2022,Teacher,Special Education Teacher,,"A Special Education Teacher works with students who have disabilities, tailoring instruction to meet their unique needs and ensuring they have access to a quality education.",Special education strategies Individualized education plans (IEPs) Behavior management techniques Collaboration with support staff Special education laws and regulations knowledge,NVR
6.14048E+13,5 to 10 Years,M.Com,$62K-$127K,Yaounde,Temporary,1/24/2023,Speech Therapist,Speech Pathologist,,"Speech Pathologists diagnose and treat speech, language, and swallowing disorders in patients of all ages. They develop personalized treatment plans to improve communication.",Speech pathology Articulation therapy Language disorders Speech assessment Therapy planning Communication skills,Philip Morris International
3.03806E+15,4 to 14 Years,MCA,$58K-$81K,Papeete,Part-Time,8/19/2022,Database Developer,SQL Database Developer,,"SQL Database Developers design, implement, and maintain relational databases using SQL (Structured Query Language). They write queries, optimize database performance, and ensure data integrity and security.",SQL (Structured Query Language) Database design Query optimization Data modeling Database maintenance Problem-solving skills,US Foods Holding
2.82825E+15,5 to 14 Years,MCA,$64K-$130K,Belmopan,Intern,4/23/2022,Registered Nurse,Staff Nurse,,"A Staff Nurse provides patient care, administers medications, and collaborates with healthcare teams to ensure the well-being of patients in clinical settings.",Nursing care Patient assessment Medical knowledge,"Revlon, Inc."
1.93206E+15,5 to 15 Years,B.Tech,$60K-$102K,Monaco,Temporary,10/26/2021,Key Account Manager,Strategic Account Manager,,"Strategic Account Managers nurture relationships with key clients. They develop account strategies, address client needs, and seek opportunities for business growth and expansion.",Account management Client relationship Sales strategy Business development Negotiation skills,Avnet
1.83424E+14,3 to 13 Years,BCA,$65K-$113K,Banjul,Part-Time,1/14/2022,Business Development Manager,Strategic Partnerships Manager,,"A Strategic Partnerships Manager identifies and develops strategic partnerships and alliances that benefit the organization, fostering collaborations and driving mutual success.",Partnership development Negotiation and collaboration Business development,Tenet Healthcare
2.7423E+15,2 to 10 Years,BCA,$62K-$82K,Ulaanbaatar,Contract,11/29/2021,Procurement Manager,Strategic Sourcing Manager,,"Develop and execute sourcing strategies to procure goods and services, negotiate contracts, and manage supplier relationships.",Strategic sourcing strategies Supplier evaluation and selection Negotiation skills Vendor management Cost analysis Supply chain management Contract management Problem-solving Attention to detail Communication skills Strategic thinking,Commerzbank AG
1.69892E+15,4 to 13 Years,MCA,$65K-$84K,Bandar Seri Begawan,Full-Time,1/20/2023,Civil Engineer,Structural Engineer,,"A Structural Engineer designs and analyzes the structural integrity of buildings, bridges, and other structures. They ensure safety and compliance with engineering standards.","Structural engineering principles Structural analysis and design software (e.g., AutoCAD, SAP2000) Building codes and standards Project management Structural integrity assessment",Lincoln National
1.09671E+15,4 to 10 Years,BA,$59K-$103K,San Marino,Contract,12/7/2021,Art Teacher,Studio Art Teacher,,"A Studio Art Teacher instructs students in studio art practices, providing hands-on guidance in creating art and fostering artistic expression and skill development.",Art instruction Classroom management Art techniques Lesson planning Student assessment,Cigna Group
1.03207E+15,2 to 15 Years,B.Com,$56K-$113K,London,Contract,10/15/2021,Purchasing Agent,Supply Chain Coordinator,,"A Supply Chain Coordinator manages supply chain operations, coordinates logistics, and ensures the seamless flow of goods and materials throughout the supply chain network.",Supply chain logistics Inventory management Communication skills Problem-solving Vendor coordination,Ameriprise Financial
3.07874E+14,2 to 9 Years,M.Tech,$60K-$104K,The City of Hamilton,Part-Time,11/3/2021,Operations Manager,Supply Chain Manager,,"Supply Chain Managers manage the end-to-end supply chain process, from procurement to distribution. They optimize logistics, reduce costs, and ensure the efficient flow of products or services to meet customer demand.",Supply chain logistics and management Inventory control and procurement Supplier relationship management Data analysis and forecasting Risk assessment and mitigation,Allstate
2.55404E+15,2 to 11 Years,MCA,$57K-$93K,City of Baghdad,Part-Time,3/5/2023,Physician Assistant,Surgical Physician Assistant,,"Assist surgeons in the operating room, perform pre- and post-operative care, and collaborate on surgical procedures.",Surgical procedures and techniques Operating room protocols Anesthesia management,Lincoln National
3.01975E+15,1 to 11 Years,BBA,$63K-$104K,Bishkek,Intern,6/24/2023,Environmental Consultant,Sustainability Consultant,,"Sustainability Consultants advise organizations on sustainable practices and strategies. They assess environmental impact, recommend sustainability initiatives, and assist in the development and implementation of sustainable policies.",Sustainability consulting Sustainability assessments Sustainable practices Green building standards Environmental policies Client communication,WESCO International
2.89469E+12,2 to 10 Years,M.Tech,$61K-$116K,Juba,Contract,1/8/2022,Environmental Engineer,Sustainability Specialist,,"A Sustainability Specialist promotes sustainability initiatives within organizations, develops sustainability programs, and helps reduce environmental impacts while increasing efficiency.",Sustainability practices Environmental management systems Green certifications,Ashtead Group
4.09226E+13,0 to 15 Years,BA,$60K-$99K,Guatemala City,Part-Time,6/8/2023,Architect,Sustainable Design Specialist,,"Sustainable Design Specialists incorporate eco-friendly practices into architectural designs, promoting energy efficiency and environmental sustainability.",Sustainable design principles Energy efficiency LEED certification Green building materials Environmental impact assessment,Lockheed Martin
1.76569E+15,3 to 8 Years,MCA,$58K-$129K,Brasilia,Full-Time,10/11/2022,Network Administrator,Systems Administrator,,"Manage and maintain an organizations IT infrastructure, including servers, hardware, and software systems.","System administration Server maintenance Active Directory Backup and recovery Cloud computing (e.g., AWS, Azure) Troubleshooting IT security best practices Collaboration Problem-solving Attention to detail Communication skills Technical knowledge",Eastman Chemical
9.28765E+14,2 to 14 Years,MBA,$61K-$94K,Amsterdam,Intern,12/28/2021,Aerospace Engineer,Systems Engineer,,Systems Engineers design and manage complex systems and infrastructure. They integrate various components and technologies to ensure optimal system performance and reliability.,Systems engineering System architecture Integration testing Troubleshooting Technical documentation Configuration management,China Mobile
